"No.","Time","Source","Destination","Protocol","Length","Info"
"3817","1335.404826","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=693073 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3818","1335.405222","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=694461 Win=262144 Len=0"
"3819","1335.408244","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=694461 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3820","1335.408570","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=695849 Win=262144 Len=0"
"3821","1335.411382","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=695849 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3822","1335.411771","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=697237 Win=262144 Len=0"
"3823","1335.416328","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=697237 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3824","1335.416673","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=698625 Win=262144 Len=0"
"3825","1335.419647","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=698625 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3826","1335.419971","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=700013 Win=262144 Len=0"
"3827","1335.423573","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=700013 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3828","1335.423967","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=701401 Win=262144 Len=0"
"3829","1335.427075","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=701401 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3830","1335.427478","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=702789 Win=262144 Len=0"
"3831","1335.430331","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=702789 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3832","1335.430739","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=704177 Win=262144 Len=0"
"3833","1335.434407","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=704177 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3834","1335.434599","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=705565 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3835","1335.434838","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=705565 Win=262144 Len=0"
"3836","1335.436013","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=706953 Win=262144 Len=0"
"3837","1335.438470","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=706953 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3838","1335.438482","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=708341 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3839","1335.438825","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=709729 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3840","1335.438836","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=711117 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3841","1335.438863","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=709729 Win=262144 Len=0"
"3842","1335.438994","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=712505 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3843","1335.440219","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=713893 Win=262144 Len=0"
"3844","1335.441593","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=713893 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3845","1335.441933","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=715281 Win=262144 Len=0"
"3846","1335.441976","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=715281 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3847","1335.442020","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=716669 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3848","1335.442378","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=718057 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3849","1335.443119","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=719445 Win=262144 Len=0"
"3850","1335.445090","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=719445 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3851","1335.445362","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=720833 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3852","1335.445484","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=720833 Win=262144 Len=0"
"3853","1335.445518","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=722221 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3854","1335.445618","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=723609 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3855","1335.446699","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=724997 Win=262144 Len=0"
"3856","1335.448454","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=724997 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3857","1335.448723","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=726385 Win=262144 Len=0"
"3858","1335.448820","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=726385 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3859","1335.448944","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=727773 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3860","1335.449155","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=729161 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3861","1335.450269","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=730549 Win=262144 Len=0"
"3862","1335.451601","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=730549 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3863","1335.451841","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=731937 Win=262144 Len=0"
"3864","1335.452153","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=731937 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3865","1335.452422","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=733325 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3866","1335.452431","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=734713 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3867","1335.452999","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=736101 Win=262144 Len=0"
"3868","1335.454689","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=736101 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3869","1335.454895","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=737489 Win=262144 Len=0"
"3870","1335.454994","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=737489 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3871","1335.456070","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=738877 Win=262144 Len=0"
"3872","1335.458204","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=738877 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3873","1335.458472","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=740265 Win=262144 Len=0"
"3874","1335.458559","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=740265 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3875","1335.458710","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=741653 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3876","1335.458875","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=743041 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3877","1335.459740","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=744429 Win=262144 Len=0"
"3878","1335.463747","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=744429 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3879","1335.464248","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=745817 Win=262144 Len=0"
"3880","1335.465450","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=745817 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3881","1335.465760","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=747205 Win=262144 Len=0"
"3882","1335.468651","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=747205 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3883","1335.468927","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=748593 Win=262144 Len=0"
"3884","1335.468966","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=748593 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3885","1335.470083","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=749981 Win=262144 Len=0"
"3886","1335.471919","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=749981 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3887","1335.472272","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=751369 Win=262144 Len=0"
"3888","1335.475684","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=751369 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3889","1335.475968","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=752757 Win=262144 Len=0"
"3890","1335.480950","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=752757 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3891","1335.481200","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=754145 Win=262144 Len=0"
"3892","1335.481298","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=754145 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3893","1335.482202","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=755533 Win=262144 Len=0"
"3894","1335.484408","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=755533 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3895","1335.484636","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=756921 Win=262144 Len=0"
"3896","1335.488018","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=756921 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3897","1335.488142","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=758309 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3898","1335.488306","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=758309 Win=262144 Len=0"
"3899","1335.488431","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=759697 Win=262144 Len=0"
"3900","1335.491233","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=759697 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3901","1335.491456","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=761085 Win=262144 Len=0"
"3902","1335.491520","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=761085 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3903","1335.491652","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=762473 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3904","1335.491823","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=763861 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3905","1335.492066","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=765249 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3906","1335.492700","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=766637 Win=262144 Len=0"
"3907","1335.504702","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=766637 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3908","1335.504974","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=768025 Win=262144 Len=0"
"3909","1335.505106","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=768025 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3910","1335.505230","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=769413 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3911","1335.505319","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=769413 Win=262144 Len=0"
"3912","1335.505439","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=770801 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3913","1335.505503","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=772189 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3914","1335.505830","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=773577 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3915","1335.505835","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=774965 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3916","1335.506080","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=776353 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3917","1335.506242","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=777741 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3918","1335.506416","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=779129 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3919","1335.506472","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=779129 Win=262144 Len=0"
"3920","1335.506505","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=780517 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3921","1335.506744","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=781905 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3922","1335.506896","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=783293 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3923","1335.507213","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=784681 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3924","1335.507438","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=786069 Win=262144 Len=0"
"3925","1335.508971","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=786069 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3926","1335.509137","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=787457 Win=262144 Len=0"
"3927","1335.509323","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=787457 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3928","1335.509493","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=788845 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3929","1335.509619","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=790233 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3930","1335.509719","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=791621 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3931","1335.509989","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=793009 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3932","1335.510394","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=794397 Win=262144 Len=0"
"3933","1335.512268","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=794397 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3934","1335.512467","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=795785 Win=262144 Len=0"
"3935","1335.512543","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=795785 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3936","1335.512708","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=797173 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3937","1335.512875","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=798561 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3938","1335.514407","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=799949 Win=262144 Len=0"
"3939","1335.515493","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=799949 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3940","1335.515689","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=801337 Win=262144 Len=0"
"3941","1335.515829","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=801337 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3942","1335.515937","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=802725 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3943","1335.516113","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=804113 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3944","1335.516221","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=805501 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3945","1335.516465","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=806889 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3946","1335.516835","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=808277 Win=262144 Len=0"
"3947","1335.519691","45.11.180.154","10.12.19.101","TCP","1442","80  >  49816 [ACK] Seq=808277 Ack=347 Win=57856 Len=1388 [TCP segment of a reassembled PDU]"
"3948","1335.519880","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=809665 Win=262144 Len=0"
"3949","1335.520007","45.11.180.154","10.12.19.101","HTTP","504","HTTP/1.1 200 OK  (application/rar)"
"3950","1335.521138","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=810115 Win=261632 Len=0"
"3951","1335.533531","10.12.19.101","45.141.84.247","TCP","54","49814  >  443 [FIN, ACK] Seq=772 Ack=1804 Win=261632 Len=0"
"3952","1335.533812","10.12.19.101","45.141.84.247","TCP","66","49817  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3953","1335.601047","45.141.84.247","10.12.19.101","TCP","54","443  >  49814 [ACK] Seq=1804 Ack=773 Win=57856 Len=0"
"3954","1335.725009","45.141.84.247","10.12.19.101","TCP","66","443  >  49817 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"3955","1335.725182","10.12.19.101","45.141.84.247","TCP","54","49817  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"3956","1335.725780","10.12.19.101","45.141.84.247","TLSv1.2","389","Client Hello"
"3957","1335.731149","45.141.84.247","10.12.19.101","TCP","54","443  >  49814 [FIN, ACK] Seq=1804 Ack=773 Win=57856 Len=0"
"3958","1335.731312","10.12.19.101","45.141.84.247","TCP","54","49814  >  443 [ACK] Seq=773 Ack=1805 Win=261632 Len=0"
"3959","1335.756729","45.141.84.247","10.12.19.101","TCP","54","443  >  49817 [ACK] Seq=1 Ack=336 Win=56832 Len=0"
"3960","1335.922958","45.141.84.247","10.12.19.101","TLSv1.2","163","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"3961","1335.923231","10.12.19.101","45.141.84.247","TCP","54","49817  >  443 [ACK] Seq=336 Ack=110 Win=261888 Len=0"
"3962","1335.923758","10.12.19.101","45.141.84.247","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"3963","1335.924776","10.12.19.101","45.141.84.247","TLSv1.2","921","Application Data"
"3964","1335.951991","45.141.84.247","10.12.19.101","TCP","54","443  >  49817 [ACK] Seq=110 Ack=387 Win=56832 Len=0"
"3965","1335.956752","45.141.84.247","10.12.19.101","TCP","54","443  >  49817 [ACK] Seq=110 Ack=1254 Win=58368 Len=0"
"3966","1336.773101","45.141.84.247","10.12.19.101","TLSv1.2","244","Application Data"
"3967","1336.773659","10.12.19.101","45.141.84.247","TCP","54","49817  >  443 [ACK] Seq=1254 Ack=300 Win=261632 Len=0"
"3968","1345.579236","45.141.84.244","10.12.19.101","TLSv1.2","139","Application Data"
"3969","1345.623503","10.12.19.101","45.141.84.244","TCP","54","49786  >  443 [ACK] Seq=494 Ack=3258 Win=261888 Len=0"
"3970","1346.797580","10.12.19.101","45.141.84.247","TCP","54","49815  >  443 [FIN, ACK] Seq=978 Ack=540 Win=261376 Len=0"
"3971","1346.797932","10.12.19.101","45.141.84.247","TCP","66","49818  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3972","1346.883724","45.141.84.247","10.12.19.101","TCP","54","443  >  49815 [ACK] Seq=540 Ack=979 Win=57856 Len=0"
"3973","1347.015874","45.141.84.247","10.12.19.101","TCP","54","443  >  49815 [FIN, ACK] Seq=540 Ack=979 Win=57856 Len=0"
"3974","1347.016103","10.12.19.101","45.141.84.247","TCP","54","49815  >  443 [ACK] Seq=979 Ack=541 Win=261376 Len=0"
"3975","1347.019960","45.141.84.247","10.12.19.101","TCP","66","443  >  49818 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"3976","1347.020282","10.12.19.101","45.141.84.247","TCP","54","49818  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"3977","1347.020638","10.12.19.101","45.141.84.247","TLSv1.2","389","Client Hello"
"3978","1347.045914","45.141.84.247","10.12.19.101","TCP","54","443  >  49818 [ACK] Seq=1 Ack=336 Win=56832 Len=0"
"3979","1347.222905","45.141.84.247","10.12.19.101","TLSv1.2","163","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"3980","1347.223168","10.12.19.101","45.141.84.247","TCP","54","49818  >  443 [ACK] Seq=336 Ack=110 Win=261888 Len=0"
"3981","1347.223547","10.12.19.101","45.141.84.247","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"3982","1347.224315","10.12.19.101","45.141.84.247","TLSv1.2","1083","Application Data"
"3983","1347.261690","45.141.84.247","10.12.19.101","TCP","54","443  >  49818 [ACK] Seq=110 Ack=387 Win=56832 Len=0"
"3984","1347.261699","45.141.84.247","10.12.19.101","TCP","54","443  >  49818 [ACK] Seq=110 Ack=1416 Win=58880 Len=0"
"3985","1348.139362","45.141.84.247","10.12.19.101","TLSv1.2","244","Application Data"
"3986","1348.139779","10.12.19.101","45.141.84.247","TCP","54","49818  >  443 [ACK] Seq=1416 Ack=300 Win=261632 Len=0"
"3987","1365.034874","45.11.180.154","10.12.19.101","TCP","54","80  >  49816 [FIN, ACK] Seq=810115 Ack=347 Win=57856 Len=0"
"3988","1365.035203","10.12.19.101","45.11.180.154","TCP","54","49816  >  80 [ACK] Seq=347 Ack=810116 Win=261632 Len=0"
"3989","1375.684382","45.141.84.244","10.12.19.101","TLSv1.2","139","Application Data"
"3990","1375.733653","10.12.19.101","45.141.84.244","TCP","54","49786  >  443 [ACK] Seq=494 Ack=3343 Win=261888 Len=0"
"3991","1401.796934","45.141.84.247","10.12.19.101","TLSv1.2","85","Encrypted Alert"
"3992","1401.796942","45.141.84.247","10.12.19.101","TCP","54","443  >  49817 [FIN, ACK] Seq=331 Ack=1254 Win=58368 Len=0"
"3993","1401.797147","10.12.19.101","45.141.84.247","TCP","54","49817  >  443 [ACK] Seq=1254 Ack=332 Win=261632 Len=0"
"3994","1405.687002","45.141.84.244","10.12.19.101","TLSv1.2","139","Application Data"
"3995","1405.733187","10.12.19.101","45.141.84.244","TCP","54","49786  >  443 [ACK] Seq=494 Ack=3428 Win=261632 Len=0"
"3996","1408.056517","10.12.19.101","10.12.19.255","BROWSER","243","Host Announcement DESKTOP-USER1PC, Workstation, Server, NT Workstation"
"3997","1413.162056","45.141.84.247","10.12.19.101","TLSv1.2","85","Encrypted Alert"
"3998","1413.162075","45.141.84.247","10.12.19.101","TCP","54","443  >  49818 [FIN, ACK] Seq=331 Ack=1416 Win=58880 Len=0"
